,Year,Ticker,Company,Sector,numEmployees,netIncome,netIncome_per_emp,grossProfit,grossProfit_per_emp,operatingIncome,operatingIncome_per_emp,totalRevenue,totalRevenue_per_emp,totalOperatingExpenses,totalOperatingExpenses_per_emp,mostly_remote
1027,2018,MAS,Masco Corporation,Producer Manufacturing,13122.0,734000000.0,55936.59503124524,2367000000.0,180384.0877914952,1103000000.0,84057.30833714372,6654000000.0,507087.33424782805,5551000000.0,423030.0259106844,0
1028,2021,MSI,"Motorola Solutions, Inc.",Electronic Technology,18000.0,1245000000.0,69166.66666666667,4048000000.0,224888.88888888888,1850000000.0,102777.77777777778,8171000000.0,453944.4444444445,6321000000.0,351166.6666666667,1
1029,2020,MSI,"Motorola Solutions, Inc.",Electronic Technology,16200.0,949000000.0,58580.246913580246,3637000000.0,224506.17283950615,1523000000.0,94012.34567901236,7414000000.0,457654.3209876543,5891000000.0,363641.975308642,1
1030,2019,MSI,"Motorola Solutions, Inc.",Electronic Technology,14580.0,868000000.0,59533.60768175583,3948000000.0,270781.8930041152,1727000000.0,118449.93141289438,7887000000.0,540946.5020576132,6160000000.0,422496.5706447188,0
1031,2018,MSI,"Motorola Solutions, Inc.",Electronic Technology,13122.0,966000000.0,73616.82670324645,3539000000.0,269699.74089315656,1478000000.0,112635.26901386984,7343000000.0,559594.5739978661,5865000000.0,446959.3049839963,0
1032,2021,DFS,Discover Financial Services,Finance,17600.0,5449000000.0,309602.2727272727,11369000000.0,645965.9090909091,7251000000.0,411988.6363636364,11869000000.0,674375.0,4618000000.0,262386.36363636365,0
1033,2020,DFS,Discover Financial Services,Finance,15840.0,1141000000.0,72032.82828282828,5414000000.0,341792.9292929293,1590000000.0,100378.78787878789,5954000000.0,375883.8383838384,4364000000.0,275505.0505050505,1
1034,2019,DFS,Discover Financial Services,Finance,14256.0,2957000000.0,207421.43658810324,7819000000.0,548470.8193041526,3931000000.0,275743.5465768799,8228000000.0,577160.4938271604,4297000000.0,301416.9472502806,0
1035,2018,DFS,Discover Financial Services,Finance,12830.0,2742000000.0,213711.18593340812,7324000000.0,570831.7745354782,3680000000.0,286818.80533732387,7674000000.0,598110.7369996259,3994000000.0,311291.93166230206,0
1036,2021,CFG,"Citizens Financial Group, Inc.",Finance,17584.0,2319000000.0,131881.25568698818,7058000000.0,401387.62511373975,2977000000.0,169301.63785259327,7058000000.0,401387.62511373975,4081000000.0,232085.9872611465,0
1037,2020,CFG,"Citizens Financial Group, Inc.",Finance,15826.0,1057000000.0,66790.51663128096,5289000000.0,334205.33818622987,1298000000.0,82019.00717824284,5289000000.0,334205.33818622987,3991000000.0,252186.33100798703,1
1038,2019,CFG,"Citizens Financial Group, Inc.",Finance,14243.0,1791000000.0,125745.627337984,6098000000.0,428138.9366315056,2251000000.0,158042.1033711904,6098000000.0,428138.9366315056,3847000000.0,270096.8332603152,0
1039,2018,CFG,"Citizens Financial Group, Inc.",Finance,12819.0,1721000000.0,134256.60689166232,5802000000.0,452618.729334936,2183000000.0,170297.60188524047,5802000000.0,452618.729334936,3619000000.0,282321.1274496955,0
1040,2021,EXPD,"Expeditors International of Washington, Inc.",Transportation,17480.0,1415492000.0,80977.80320366133,2216724000.0,126814.87414187644,1909326000.0,109229.176201373,16523517000.0,945281.2929061784,14614191000.0,836052.1167048055,0
1041,2020,EXPD,"Expeditors International of Washington, Inc.",Transportation,15732.0,696140000.0,44249.93643529113,1219724000.0,77531.40096618357,940437000.0,59778.604118993135,9584393000.0,609229.1507754894,8643956000.0,549450.5466564964,0
1042,2019,EXPD,"Expeditors International of Washington, Inc.",Transportation,14159.0,590395000.0,41698.09588383197,1047971000.0,74015.52391445603,766692000.0,54149.50419527079,7942417000.0,560952.6937311072,7175725000.0,506803.1895358364,0
1043,2018,EXPD,"Expeditors International of Washington, Inc.",Transportation,12743.0,618199000.0,48513.13513700158,1074301000.0,84305.71642920148,796563000.0,62510.24098087409,8138365000.0,638657.7801634163,7341802000.0,576147.5391825422,0
1044,2021,PFG,Principal Financial Group Inc,Finance,17400.0,1710600000.0,98310.3448275862,7070900000.0,406373.5632183908,2083600000.0,119747.1264367816,14262700000.0,819695.4022988506,12179100000.0,699948.275862069,0
1045,2020,PFG,Principal Financial Group Inc,Finance,15660.0,1395800000.0,89131.5453384419,6340000000.0,404853.12899106,1693500000.0,108141.76245210729,14741700000.0,941360.153256705,13048200000.0,833218.3908045978,1
1046,2019,PFG,Principal Financial Group Inc,Finance,14094.0,1394200000.0,98921.52689087555,6197200000.0,439704.8389385554,1693300000.0,120143.32340002838,16222100000.0,1150993.3304952462,14528800000.0,1030850.0070952178,0
1047,2018,PFG,Principal Financial Group Inc,Finance,12685.0,1546500000.0,121919.4929284329,5921100000.0,466794.3805874841,1784400000.0,140674.51870772432,14237200000.0,1122400.391025338,12452800000.0,981725.8723176136,0
1048,2021,CTLT,"Catalent, Inc.",Health Technology,17300.0,585000000.0,33815.028901734106,1352000000.0,78150.28901734104,665000000.0,38439.3063583815,3998000000.0,231098.26589595372,3333000000.0,192658.95953757223,1
1049,2020,CTLT,"Catalent, Inc.",Health Technology,15570.0,221000000.0,14193.962748876043,983000000.0,63134.23249839435,406000000.0,26075.78676942839,3094000000.0,198715.4784842646,2688000000.0,172639.69171483623,1
1050,2019,CTLT,"Catalent, Inc.",Health Technology,14013.0,137000000.0,9776.635980874902,805000000.0,57446.65667594377,293000000.0,20909.15578391493,2518000000.0,179690.2875900949,2225000000.0,158781.13180617997,0
1051,2018,CTLT,"Catalent, Inc.",Health Technology,12612.0,83600000.0,6628.765352807313,752600000.0,59674.74646558354,287800000.0,22820.079767200292,2463400000.0,195326.56184336764,2175600000.0,172506.48207616736,0
1052,2021,D,"Dominion Energy, Inc.",Utilities,17300.0,3288000000.0,190057.8034682081,6808000000.0,393526.0115606936,4427000000.0,255895.95375722545,13964000000.0,807167.6300578035,9537000000.0,551271.676300578,0
1053,2020,D,"Dominion Energy, Inc.",Utilities,15570.0,-401000000.0,-25754.65639049454,7399000000.0,475208.734746307,3599000000.0,231149.6467565832,14172000000.0,910211.9460500964,10573000000.0,679062.2992935132,0
1054,2019,D,"Dominion Energy, Inc.",Utilities,14013.0,1358000000.0,96910.0121315921,6426000000.0,458574.1811175337,3356000000.0,239491.90037822025,14401000000.0,1027688.5748947406,11045000000.0,788196.6745165203,0
1055,2018,D,"Dominion Energy, Inc.",Utilities,12612.0,2447000000.0,194026.18203731452,5108000000.0,405020.7347145904,3128000000.0,248023.660569154,11199000000.0,887984.9663407787,8071000000.0,639961.3057716247,0
1056,2021,MTB,M&T Bank Corporation,Finance,17076.0,1858746000.0,108851.37034434294,6066772000.0,355280.6277816819,2578880000.0,151023.6589365191,6066772000.0,355280.6277816819,3487892000.0,204256.9688451628,0
1057,2020,MTB,M&T Bank Corporation,Finance,15368.0,1353152000.0,88047.68225709899,5154761000.0,335412.9902917675,1838193000.0,119608.61247755136,5154761000.0,335412.9902917675,3316568000.0,215804.3778142162,1
1058,2019,MTB,M&T Bank Corporation,Finance,13832.0,1929149000.0,139474.43383103568,5967943000.0,431472.8779689348,2658286000.0,192189.8903666687,5967943000.0,431472.8779689348,3309657000.0,239282.98760226613,0
1059,2018,MTB,M&T Bank Corporation,Finance,12448.0,1918080000.0,154082.40285260667,5796302000.0,465626.1156048599,2736288000.0,219810.3467721645,5796302000.0,465626.1156048599,3060014000.0,245815.76883269535,0
1060,2021,A,"Agilent Technologies, Inc.",Health Technology,17000.0,1210000000.0,71176.4705882353,3407000000.0,200411.76470588235,1404000000.0,82588.23529411765,6319000000.0,371705.8823529412,4915000000.0,289117.64705882355,1
1061,2020,A,"Agilent Technologies, Inc.",Health Technology,15300.0,719000000.0,46993.46405228759,2837000000.0,185424.8366013072,1045000000.0,68300.65359477124,5339000000.0,348954.24836601305,4294000000.0,280653.5947712418,1
1062,2019,A,"Agilent Technologies, Inc.",Health Technology,13770.0,1071000000.0,77777.77777777778,2805000000.0,203703.7037037037,1043000000.0,75744.3718228032,5163000000.0,374945.5337690632,4120000000.0,299201.16194626,0
1063,2018,A,"Agilent Technologies, Inc.",Health Technology,12393.0,316000000.0,25498.265149681272,2680000000.0,216251.1094972969,971000000.0,78350.68183652061,4914000000.0,396514.1612200436,3943000000.0,318163.47938352294,0
1064,2021,FTV,Fortive Corporation,Electronic Technology,17000.0,608400000.0,35788.23529411765,3009900000.0,177052.9411764706,888200000.0,52247.05882352941,5254700000.0,309100.0,4366500000.0,256852.9411764706,1
1065,2020,FTV,Fortive Corporation,Electronic Technology,15300.0,1613300000.0,105444.44444444444,2616700000.0,171026.14379084966,633800000.0,41424.83660130719,4634400000.0,302901.96078431373,4000600000.0,261477.12418300653,1
1066,2019,FTV,Fortive Corporation,Electronic Technology,13770.0,738900000.0,53660.13071895425,2497000000.0,181336.2381989833,594600000.0,43180.82788671024,4563900000.0,331437.908496732,3969300000.0,288257.0806100218,0
1067,2018,FTV,Fortive Corporation,Electronic Technology,12393.0,2913800000.0,235116.59807956105,2187800000.0,176535.1408052933,688800000.0,55579.76276930526,3800400000.0,306656.9837811668,3111600000.0,251077.22101186155,0
1068,2021,TAP,Molson Coors Beverage Company,Consumer Non-Durables,17000.0,1005700000.0,59158.82352941176,4053400000.0,238435.29411764705,1545300000.0,90900.0,10279700000.0,604688.2352941176,8734400000.0,513788.2352941177,0
1069,2020,TAP,Molson Coors Beverage Company,Consumer Non-Durables,15300.0,-949000000.0,-62026.14379084968,3768300000.0,246294.11764705885,1361600000.0,88993.46405228759,9654000000.0,630980.3921568628,8292400000.0,541986.9281045751,0
1070,2019,TAP,Molson Coors Beverage Company,Consumer Non-Durables,13770.0,241700000.0,17552.650689905593,4201200000.0,305098.03921568627,1501100000.0,109012.34567901236,10579400000.0,768293.3914306463,9078300000.0,659281.0457516339,0
1071,2018,TAP,Molson Coors Beverage Company,Consumer Non-Durables,12393.0,1116500000.0,90091.18050512386,4184800000.0,337674.49366577907,1459100000.0,117735.8186072783,10769600000.0,869006.6973291375,9310500000.0,751270.8787218591,0
1072,2021,HSY,The Hershey Company,Consumer Non-Durables,16880.0,1477512000.0,87530.3317535545,4053818000.0,240155.09478672987,2048593000.0,121362.14454976303,8971337000.0,531477.3104265403,6922744000.0,410115.16587677726,0
1073,2020,HSY,The Hershey Company,Consumer Non-Durables,15192.0,1278708000.0,84169.8262243286,3703478000.0,243778.17272248556,1807444000.0,118973.40705634544,8149719000.0,536448.0647709321,6342275000.0,417474.65771458665,0
1074,2019,HSY,The Hershey Company,Consumer Non-Durables,13673.0,1149692000.0,84086.06869112399,3622478000.0,264940.4657422035,1697260000.0,124134.04715932364,7986252000.0,584097.7707565386,6288992000.0,459963.7235972149,0
1075,2018,HSY,The Hershey Company,Consumer Non-Durables,12306.0,1177562000.0,95693.80245613352,3586648000.0,291466.5938538152,1730467000.0,140625.26410911526,7791069000.0,633136.1047724924,6060602000.0,492510.84066337714,0
1076,2021,AEP,"American Electric Power Company, Inc.",Utilities,16787.0,2488100000.0,148215.8813367487,7656200000.0,456079.10883421695,3541500000.0,210966.8195627569,16792000000.0,1000297.8495264192,13250500000.0,789331.0299636624,0
1077,2020,AEP,"American Electric Power Company, Inc.",Utilities,15108.0,2200100000.0,145621.94290555522,6966000000.0,461071.0668970037,3106700000.0,205628.6941614874,14918500000.0,987437.3688634724,11811800000.0,781808.6747019851,0
1078,2019,AEP,"American Electric Power Company, Inc.",Utilities,13597.0,1921100000.0,141283.63585284617,6497700000.0,477860.9550158964,2868700000.0,210973.07072565707,15561400000.0,1144433.486523596,12692700000.0,933460.415797939,0
1079,2018,AEP,"American Electric Power Company, Inc.",Utilities,12238.0,1923800000.0,157202.44689310258,6182600000.0,505208.36269949895,2877800000.0,235158.12541270957,16195700000.0,1323424.3004192854,13317900000.0,1088266.175006576,0
1080,2021,XYL,Xylem Inc.,Producer Manufacturing,16700.0,427000000.0,25568.8622754491,1979000000.0,118502.99401197604,582000000.0,34850.299401197604,5195000000.0,311077.84431137727,4613000000.0,276227.5449101796,0
1081,2020,XYL,Xylem Inc.,Producer Manufacturing,15030.0,254000000.0,16899.534264803726,1836000000.0,122155.68862275447,491000000.0,32667.99733865602,4876000000.0,324417.8310046574,4385000000.0,291749.83366600133,0
1082,2019,XYL,Xylem Inc.,Producer Manufacturing,13527.0,401000000.0,29644.414873955797,2046000000.0,151253.04945664227,690000000.0,51009.09292526059,5249000000.0,388038.73734013457,4559000000.0,337029.644414874,0
1083,2018,XYL,Xylem Inc.,Producer Manufacturing,12174.0,549000000.0,45094.9951947956,2026000000.0,166416.13891558448,687000000.0,56430.34917818684,5207000000.0,427704.2622573783,4520000000.0,371273.9130791914,0
1084,2021,UAA,"Under Armour, Inc.",Consumer Non-Durables,16600.0,360060000.0,21690.36144578313,2862014000.0,172410.48192771085,524823000.0,31615.84337349397,5683466000.0,342377.4698795181,5158643000.0,310761.6265060241,0
1085,2020,UAA,"Under Armour, Inc.",Consumer Non-Durables,14940.0,-549177000.0,-36758.83534136546,2172471000.0,145413.05220883535,-8463000.0,-566.4658634538152,4474667000.0,299509.1700133869,4483130000.0,300075.6358768407,0
1086,2019,UAA,"Under Armour, Inc.",Consumer Non-Durables,13446.0,92139000.0,6852.52119589469,2470533000.0,183737.39402052652,236770000.0,17608.954335861967,5267132000.0,391724.8252268333,5030362000.0,374115.8708909713,0
1087,2018,UAA,"Under Armour, Inc.",Consumer Non-Durables,12101.0,-46302000.0,-3826.168873022956,2361271000.0,195123.78733039155,178932000.0,14786.057811492885,5193185000.0,429139.1905068835,5014253000.0,414353.1326953906,0
1088,2021,UA,"Under Armour, Inc.",Consumer Non-Durables,16600.0,360060000.0,21690.36144578313,2862014000.0,172410.48192771085,524823000.0,31615.84337349397,5683466000.0,342377.4698795181,5158643000.0,310761.6265060241,0
1089,2020,UA,"Under Armour, Inc.",Consumer Non-Durables,14940.0,-549177000.0,-36758.83534136546,2172471000.0,145413.05220883535,-8463000.0,-566.4658634538152,4474667000.0,299509.1700133869,4483130000.0,300075.6358768407,0
1090,2019,UA,"Under Armour, Inc.",Consumer Non-Durables,13446.0,92139000.0,6852.52119589469,2470533000.0,183737.39402052652,236770000.0,17608.954335861967,5267132000.0,391724.8252268333,5030362000.0,374115.8708909713,0
1091,2018,UA,"Under Armour, Inc.",Consumer Non-Durables,12101.0,-46302000.0,-3826.168873022956,2361271000.0,195123.78733039155,178932000.0,14786.057811492885,5193185000.0,429139.1905068835,5014253000.0,414353.1326953906,0
1092,2021,AME,"AMETEK, Inc.",Producer Manufacturing,16500.0,990053000.0,60003.21212121212,1912614000.0,115916.0,1308670000.0,79313.33333333333,5546514000.0,336152.36363636365,4237844000.0,256839.0303030303,0
1093,2020,AME,"AMETEK, Inc.",Producer Manufacturing,14850.0,872439000.0,58750.10101010101,1587214000.0,106883.09764309764,1071584000.0,72160.53872053872,4540029000.0,305725.8585858586,3468445000.0,233565.31986531988,0
1094,2019,AME,"AMETEK, Inc.",Producer Manufacturing,13365.0,861297000.0,64444.21997755331,1787660000.0,133756.8275346053,1177380000.0,88094.2760942761,5158557000.0,385975.0841750842,3981177000.0,297880.8080808081,0
1095,2018,AME,"AMETEK, Inc.",Producer Manufacturing,12028.0,777933000.0,64674.14889637112,1659562000.0,137969.15658644054,1062129000.0,88301.03504177579,4845872000.0,402865.8602485763,3783743000.0,314564.82520680054,0
1096,2021,BLK,"BlackRock, Inc.",Finance,16500.0,5901000000.0,357636.36363636365,9818000000.0,595030.303030303,7484000000.0,453575.7575757576,19374000000.0,1174181.818181818,11890000000.0,720606.0606060605,0
1097,2020,BLK,"BlackRock, Inc.",Finance,14850.0,4932000000.0,332121.2121212121,8266000000.0,556632.9966329966,5718000000.0,385050.50505050505,16205000000.0,1091245.7912457911,10487000000.0,706195.2861952862,1
1098,2019,BLK,"BlackRock, Inc.",Finance,13365.0,4476000000.0,334904.6015712682,7406000000.0,554133.9319117097,5604000000.0,419304.152637486,14539000000.0,1087841.3767302656,8935000000.0,668537.2240927797,0
1099,2018,BLK,"BlackRock, Inc.",Finance,12028.0,4305000000.0,357899.98752961715,7205000000.0,598994.0557841792,5582000000.0,464064.5134472295,14198000000.0,1180363.303820094,8616000000.0,716298.7903728645,0
1100,2021,MTD,"Mettler-Toledo International, Inc.",Health Technology,16500.0,768985000.0,46605.15151515151,2171553000.0,131609.27272727274,1006136000.0,60977.93939393939,3717930000.0,225329.0909090909,2711794000.0,164351.15151515152,1
1101,2020,MTD,"Mettler-Toledo International, Inc.",Health Technology,14850.0,602739000.0,40588.48484848485,1801031000.0,121281.5488215488,796243000.0,53619.05723905724,3085177000.0,207756.02693602693,2288934000.0,154136.9696969697,1
1102,2019,MTD,"Mettler-Toledo International, Inc.",Health Technology,13365.0,561109000.0,41983.46427235316,1741211000.0,130281.40665918445,733188000.0,54858.81032547699,3008652000.0,225114.25364758697,2275464000.0,170255.44332211,0
1103,2018,MTD,"Mettler-Toledo International, Inc.",Health Technology,12028.0,512611000.0,42616.369455875625,1684378000.0,140032.25672361476,689181000.0,57295.67277715426,2935586000.0,244052.5418797024,2246405000.0,186756.8691025481,0
1104,2021,SEE,Sealed Air Corporation,Process Industries,16500.0,506800000.0,30715.15151515152,1680900000.0,101872.72727272728,874100000.0,52975.757575757576,5533800000.0,335381.8181818182,4659700000.0,282406.0606060606,0
1105,2020,SEE,Sealed Air Corporation,Process Industries,14850.0,502900000.0,33865.31986531986,1609300000.0,108370.37037037036,799300000.0,53824.91582491583,4903200000.0,330181.8181818182,4103900000.0,276356.9023569024,1
1106,2019,SEE,Sealed Air Corporation,Process Industries,13365.0,263000000.0,19678.26412270857,1564800000.0,117081.93041526376,685900000.0,51320.61354283577,4791100000.0,358481.10736999626,4105200000.0,307160.4938271605,0
1107,2018,SEE,Sealed Air Corporation,Process Industries,12028.0,193100000.0,16053.539510329634,1502100000.0,124878.41376730266,708000000.0,58860.20700835516,4732700000.0,393457.2058028848,4024700000.0,334596.99879452965,0
1108,2021,SYF,Synchrony Financial,Finance,16500.0,4221000000.0,255818.18181818185,9466000000.0,573696.9696969697,5607000000.0,339818.1818181818,9466000000.0,573696.9696969697,3859000000.0,233878.78787878787,0
1109,2020,SYF,Synchrony Financial,Finance,14850.0,1385000000.0,93265.99326599328,5852000000.0,394074.0740740741,2172000000.0,146262.62626262626,5852000000.0,394074.0740740741,3680000000.0,247811.4478114478,1
1110,2019,SYF,Synchrony Financial,Finance,13365.0,3747000000.0,280359.1470258137,9132000000.0,683277.21661055,5160000000.0,386083.0527497194,9132000000.0,683277.21661055,3972000000.0,297194.16386083054,0
1111,2018,SYF,Synchrony Financial,Finance,12028.0,2790000000.0,231949.1208380097,7739000000.0,643388.6186972606,3883000000.0,322816.64380429813,7739000000.0,643388.6186972606,3856000000.0,320571.9748929625,0
1112,2021,TPR,"Tapestry, Inc.",Retail Trade,16400.0,834200000.0,50865.85365853659,4073800000.0,248402.43902439025,1095300000.0,66786.58536585367,5746300000.0,350384.14634146343,4651000000.0,283597.5609756097,0
1113,2020,TPR,"Tapestry, Inc.",Retail Trade,14760.0,-652100000.0,-44180.21680216802,3357300000.0,227459.34959349592,409900000.0,27771.0027100271,4961400000.0,336138.2113821138,4551500000.0,308367.2086720867,1
1114,2019,TPR,"Tapestry, Inc.",Retail Trade,13284.0,643400000.0,48434.206564287866,4053700000.0,305156.5793435712,819700000.0,61705.81150255947,6027100000.0,453711.23155676,5207400000.0,392005.4200542006,0
1115,2018,TPR,"Tapestry, Inc.",Retail Trade,11956.0,397500000.0,33248.01766536184,3964900000.0,331635.3842550771,993100000.0,83065.6763357757,5880000000.0,491819.7330121449,4886900000.0,408754.0566763692,0
1116,2021,SNPS,"Synopsys, Inc.",Technology Services,16361.0,757516000.0,46300.10390562924,3390877000.0,207253.651977263,768195000.0,46952.81462013324,4204193000.0,256964.3053603081,3435998000.0,210011.4907401748,1
1117,2020,SNPS,"Synopsys, Inc.",Technology Services,14725.0,664347000.0,45117.250371819166,2943043000.0,199868.4541151383,656200000.0,44563.96987415874,3685281000.0,250275.4517857507,3029081000.0,205711.48191159192,1
1118,2019,SNPS,"Synopsys, Inc.",Technology Services,13252.0,532367000.0,40171.33487418515,2667371000.0,201274.4097111393,567417000.0,42816.13683850711,3360694000.0,253591.15813652007,2793277000.0,210775.02129801296,0
1119,2018,SNPS,"Synopsys, Inc.",Technology Services,11927.0,432518000.0,36263.25744189589,2469194000.0,207022.63881730865,399170000.0,33467.288004387294,3121058000.0,261676.3458285868,2721888000.0,228209.05782419952,0
1120,2021,GRMN,Garmin Ltd.,Electronic Technology,16000.0,1082200000.0,67637.5,2890459000.0,180653.6875,1218620000.0,76163.75,4982795000.0,311424.6875,3764175000.0,235260.9375,1
1121,2020,GRMN,Garmin Ltd.,Electronic Technology,14400.0,992324000.0,68911.38888888889,2481336000.0,172315.0,1054240000.0,73211.11111111111,4186573000.0,290734.2361111111,3132333000.0,217523.125,1
1122,2019,GRMN,Garmin Ltd.,Electronic Technology,12960.0,952486000.0,73494.29012345678,2233976000.0,172374.6913580247,945586000.0,72961.88271604938,3757505000.0,289930.9413580247,2811919000.0,216969.0586419753,0
1123,2018,GRMN,Garmin Ltd.,Electronic Technology,11664.0,694080000.0,59506.17283950617,1979719000.0,169728.99519890262,778343000.0,66730.36694101509,3347444000.0,286989.3689986283,2569101000.0,220259.0020576132,0
1124,2021,IR,Ingersoll Rand Inc.,Producer Manufacturing,15900.0,562500000.0,35377.35849056604,1988500000.0,125062.893081761,622400000.0,39144.65408805032,5152400000.0,324050.3144654088,4530000000.0,284905.6603773585,0
1125,2020,IR,Ingersoll Rand Inc.,Producer Manufacturing,14310.0,-33300000.0,-2327.0440251572327,1404900000.0,98176.1006289308,274400000.0,19175.40181691125,3973200000.0,277651.99161425576,3698800000.0,258476.58979734447,0
1126,2019,IR,Ingersoll Rand Inc.,Producer Manufacturing,12879.0,159100000.0,12353.443590340865,778300000.0,60431.71053653234,260300000.0,20211.196521469057,2017500000.0,156650.36105287675,1757200000.0,136439.16453140773,0
1127,2018,IR,Ingersoll Rand Inc.,Producer Manufacturing,11591.0,269400000.0,23241.970132256643,1012500000.0,87351.50244584207,449700000.0,38797.00804927919,2689800000.0,232057.35434945775,2240100000.0,193260.3463001786,0
1128,2021,ROL,"Rollins, Inc.",Consumer Services,15616.0,350687000.0,22456.90317622951,1261683000.0,80794.24948770492,439989000.0,28175.525102459014,2424300000.0,155244.62090163934,1984311000.0,127069.09579918032,0
1129,2020,ROL,"Rollins, Inc.",Consumer Services,14054.0,260824000.0,18558.17395264117,1112628000.0,79165.81284153006,368092000.0,26190.51684881603,2161220000.0,153775.3301457195,1793128000.0,127584.81329690346,0
1130,2019,ROL,"Rollins, Inc.",Consumer Services,12649.0,203347000.0,16076.18333839304,1021884000.0,80787.98573163328,317394000.0,25092.49772313297,2015477000.0,159339.34489475816,1698083000.0,134246.84717162518,0
1131,2018,ROL,"Rollins, Inc.",Consumer Services,11384.0,231663000.0,20349.76261552992,927128000.0,81440.86329802785,309638000.0,27199.249758258567,1821565000.0,160010.08075850594,1511927000.0,132810.8310002474,0
1132,2021,IT,"Gartner, Inc.",Technology Services,15600.0,793560000.0,50869.230769230766,3289869000.0,210889.03846153847,970226000.0,62193.97435897436,4733962000.0,303459.10256410256,3763736000.0,241265.12820512825,1
1133,2020,IT,"Gartner, Inc.",Technology Services,14040.0,266745000.0,18998.931623931625,2754379000.0,196180.8404558405,495733000.0,35308.61823361823,4099403000.0,291980.27065527067,3603670000.0,256671.65242165243,1
1134,2019,IT,"Gartner, Inc.",Technology Services,12636.0,233290000.0,18462.32985121874,2694753000.0,213259.9715099715,378979000.0,29992.006964229186,4245321000.0,335970.3228869896,3866342000.0,305978.31592276035,0
1135,2018,IT,"Gartner, Inc.",Technology Services,11372.0,122456000.0,10767.823854243608,2506654000.0,220415.5675143329,366207000.0,32201.38229397489,3975454000.0,349570.36333579547,3609247000.0,317368.98104182055,0
1136,2021,PKG,Packaging Corporation of America,Process Industries,15200.0,841100000.0,55335.52631578947,1880000000.0,123684.2105263158,1310000000.0,86184.21052631579,7730300000.0,508572.36842105264,6420300000.0,422388.15789473685,0
1137,2020,PKG,Packaging Corporation of America,Process Industries,13680.0,461000000.0,33698.83040935673,1390400000.0,101637.4269005848,848000000.0,61988.30409356725,6658200000.0,486710.5263157895,5810200000.0,424722.2222222223,1
1138,2019,PKG,Packaging Corporation of America,Process Industries,12312.0,696400000.0,56562.70305393112,1644000000.0,133528.26510721247,1071800000.0,87053.28135152697,6964300000.0,565651.3970110462,5892500000.0,478598.1156595192,0
1139,2018,PKG,Packaging Corporation of America,Process Industries,11081.0,738000000.0,66601.68940870695,1645300000.0,148482.0590571078,1100100000.0,99279.83539094652,7014600000.0,633040.9356725146,5914500000.0,533761.1002815681,0
1140,2021,XRAY,DENTSPLY SIRONA Inc.,Health Technology,15000.0,421000000.0,28066.666666666668,2358000000.0,157200.0,640000000.0,42666.66666666666,4251000000.0,283400.0,3611000000.0,240733.3333333333,1
1141,2020,XRAY,DENTSPLY SIRONA Inc.,Health Technology,13500.0,-83000000.0,-6148.148148148148,1701000000.0,126000.0,271000000.0,20074.074074074077,3342000000.0,247555.5555555556,3071000000.0,227481.4814814815,1
1142,2019,XRAY,DENTSPLY SIRONA Inc.,Health Technology,12150.0,263000000.0,21646.090534979423,2190000000.0,180246.9135802469,476000000.0,39176.95473251029,4029000000.0,331604.93827160494,3553000000.0,292427.9835390946,0
1143,2018,XRAY,DENTSPLY SIRONA Inc.,Health Technology,10935.0,-1011000000.0,-92455.41838134432,2089000000.0,191037.9515317787,336000000.0,30727.023319615917,3986000000.0,364517.6040237769,3650000000.0,333790.58070416097,0
1144,2021,PAYX,"Paychex, Inc.",Technology Services,15000.0,1392800000.0,92853.33333333331,3255400000.0,217026.66666666663,1840000000.0,122666.66666666669,4611700000.0,307446.6666666667,2771700000.0,184780.0,1
1145,2020,PAYX,"Paychex, Inc.",Technology Services,13500.0,1097500000.0,81296.29629629629,2785600000.0,206340.74074074076,1460700000.0,108200.0,4056800000.0,300503.7037037037,2596100000.0,192303.7037037037,1
1146,2019,PAYX,"Paychex, Inc.",Technology Services,12150.0,1098100000.0,90378.60082304529,2759700000.0,227135.80246913584,1460500000.0,120205.76131687243,4040500000.0,332551.4403292181,2580000000.0,212345.67901234567,0
1147,2018,PAYX,"Paychex, Inc.",Technology Services,10935.0,1034400000.0,94595.33607681756,2594700000.0,237283.950617284,1376600000.0,125889.34613625972,3772500000.0,344993.1412894376,2395900000.0,219103.79515317787,0
1148,2021,EW,Edwards Lifesciences Corporation,Health Technology,14900.0,1503100000.0,100879.19463087247,3983600000.0,267355.7046979866,1586500000.0,106476.5100671141,5232500000.0,351174.4966442953,3646000000.0,244697.9865771812,1
1149,2020,EW,Edwards Lifesciences Corporation,Health Technology,13410.0,823400000.0,61401.93885160328,3305700000.0,246510.06711409395,1316200000.0,98150.63385533183,4386300000.0,327091.7225950783,3070100000.0,228941.08873974645,1
1150,2019,EW,Edwards Lifesciences Corporation,Health Technology,12069.0,1046900000.0,86742.89502029994,3233600000.0,267926.0916397382,1238500000.0,102618.27823349075,4348000000.0,360261.8278233491,3109500000.0,257643.5495898583,0
1151,2018,EW,Edwards Lifesciences Corporation,Health Technology,10862.0,722200000.0,66488.06400235681,2783400000.0,256248.79167011904,1072800000.0,98765.43209876544,3722800000.0,342732.9890168568,2650000000.0,243967.55691809132,0
1152,2021,CHRW,"C.H. Robinson Worldwide, Inc.",Transportation,14888.0,844245000.0,56706.407845244496,1608479000.0,108038.62170875871,1082108000.0,72683.23481998926,23102138000.0,1551728.77485223,22020030000.0,1479045.5400322408,0
